net,length_um
_03842_,31.32µm
_08498_,31.32µm
_13238_,31.3µm
_13914_,31.3µm
net24,31.3µm
_11762_,31.29µm
_01265_,31.28µm
_04013_,31.28µm
_14454_,31.28µm
_09242_,31.26µm
_12347_,31.22µm
_03245_,31.2µm
_03763_,31.2µm
_09712_,31.2µm
_13674_,31.2µm
_09094_,31.18µm
_12247_,31.18µm
_07368_,31.16µm
net55,31.16µm
_04102_,31.125µm
_03698_,31.12µm
_04804_,31.12µm
_08288_,31.12µm
_14193_,31.12µm
_14303_,31.1µm
_02893_,31.08µm
_06569_,31.08µm
_08148_,31.08µm
_03268_,31.06µm
_00298_,31.04µm
_01531_,31.04µm
_05750_,31.04µm
_01588_,31.02µm
_03099_,31.02µm
_04100_,31.02µm
_00718_,31µm
_01350_,31µm
undefined2,30.98µm
_04003_,30.975µm
_05519_,30.96µm
_07124_,30.96µm
_08814_,30.96µm
_13730_,30.96µm
_14256_,30.96µm
net82,30.96µm
_03008_,30.94µm
_05619_,30.94µm
_14678_,30.94µm
net17,30.9µm
_01493_,30.88µm
_04237_,30.88µm
_09850_,30.88µm
_11724_,30.88µm
_00341_,30.85µm
_08466_,30.84µm
_05643_,30.82µm
_14086_,30.82µm
_11172_,30.81µm
_11051_,30.8µm
_02220_,30.79µm
_04332_,30.78µm
_08054_,30.78µm
_01964_,30.76µm
_08930_,30.76µm
_07926_,30.74µm
_03429_,30.72µm
_00554_,30.7µm
_03523_,30.7µm
_13435_,30.7µm
_13702_,30.7µm
_02904_,30.68µm
_07422_,30.66µm
_09912_,30.66µm
_13133_,30.66µm
_14652_,30.645µm
_06623_,30.64µm
_08640_,30.64µm
_02361_,30.62µm
_03501_,30.62µm
_05492_,30.62µm
_05553_,30.62µm
_06843_,30.62µm
_00003_,30.605µm
_04908_,30.6µm
_06273_,30.58µm
_07950_,30.58µm
_14049_,30.58µm
_03131_,30.56µm
_04017_,30.56µm
_04620_,30.56µm
_05915_,30.56µm
_08840_,30.55µm
_00961_,30.54µm
_04328_,30.52µm
net214,30.52µm
_06174_,30.5µm
_06645_,30.5µm
_08619_,30.48µm
_10811_,30.48µm
_10009_,30.46µm
_13704_,30.46µm
_03342_,30.44µm
_06950_,30.4µm
_02714_,30.38µm
_03524_,30.38µm
_09856_,30.38µm
_11338_,30.37µm
_14489_,30.36µm
clknet_leaf_24_clk,30.36µm
_05252_,30.345µm
_02721_,30.34µm
_02787_,30.34µm
_05219_,30.34µm
_07738_,30.34µm
_07757_,30.34µm
_11154_,30.34µm
_13210_,30.34µm
_07561_,30.32µm
_07690_,30.3µm
_04843_,30.28µm
_00702_,30.26µm
_01268_,30.26µm
_02678_,30.26µm
_04154_,30.26µm
_12513_,30.25µm
_01538_,30.24µm
_05198_,30.24µm
_09829_,30.24µm
_08460_,30.23µm
_09270_,30.23µm
_07321_,30.22µm
_13884_,30.22µm
_11095_,30.2µm
_12158_,30.2µm
_01232_,30.18µm
_01951_,30.18µm
_10341_,30.17µm
_05347_,30.16µm
_09901_,30.16µm
_11394_,30.16µm
_12015_,30.16µm
_12423_,30.12µm
_13921_,30.12µm
_04289_,30.115µm
_12289_,30.095µm
_09009_,30.09µm
_07688_,30.08µm
_11358_,30.08µm
_13569_,30.08µm
_00846_,30.07µm
_02586_,30.06µm
_14436_,30.04µm
_00049_,30µm
_03818_,30µm
_04487_,30µm
_04961_,30µm
_01855_,29.99µm
_14451_,29.98µm
_02410_,29.96µm
_02940_,29.96µm
_05622_,29.96µm
_11950_,29.94µm
_06074_,29.92µm
_08995_,29.9µm
_10664_,29.9µm
_12584_,29.9µm
_04831_,29.88µm
_14693_,29.88µm
_08100_,29.86µm
_11997_,29.86µm
_10312_,29.855µm
_07405_,29.845µm
_11734_,29.84µm
_14316_,29.84µm
_01606_,29.82µm
_05612_,29.82µm
_08212_,29.82µm
_13838_,29.82µm
_04950_,29.8µm
_06032_,29.8µm
_06029_,29.78µm
_08383_,29.78µm
_11285_,29.78µm
_14323_,29.78µm
_01018_,29.74µm
_03557_,29.74µm
_04203_,29.74µm
_06794_,29.74µm
_07292_,29.74µm
_02279_,29.7µm
_03046_,29.7µm
_03463_,29.7µm
_04541_,29.7µm
_02444_,29.68µm
_02758_,29.68µm
_12583_,29.68µm
mantisaAshift\[43\],29.68µm
_09053_,29.66µm
_02879_,29.64µm
_03415_,29.64µm
_10537_,29.64µm
_11546_,29.64µm
_12632_,29.64µm
_12834_,29.625µm
_05033_,29.62µm
_07080_,29.62µm
_08593_,29.62µm
_10957_,29.62µm
_12817_,29.62µm
_14348_,29.6µm
_01684_,29.58µm
_10292_,29.56µm
_07797_,29.54µm
_12228_,29.52µm
_05931_,29.5µm
_12403_,29.5µm
_12446_,29.5µm
_13111_,29.5µm
_02027_,29.48µm
_03822_,29.48µm
_07865_,29.48µm
_09214_,29.48µm
_01186_,29.46µm
_05512_,29.44µm
_07220_,29.44µm
_02343_,29.42µm
_04938_,29.41µm
_08894_,29.4µm
_10635_,29.4µm
_05111_,29.38µm
_04308_,29.34µm
_02977_,29.32µm
_00307_,29.3µm
_01046_,29.3µm
_13335_,29.3µm
_04768_,29.295µm
_07791_,29.28µm
mantisaAshift\[42\],29.28µm
net232,29.28µm
_13286_,29.26µm
_00276_,29.22µm
_00791_,29.22µm
_07163_,29.22µm
_09424_,29.205µm
_05064_,29.2µm
_10716_,29.2µm
_00421_,29.18µm
_04473_,29.18µm
_07045_,29.18µm
_13441_,29.18µm
_13714_,29.18µm
expadd\[1\],29.18µm
_02001_,29.16µm
_10717_,29.16µm
_07909_,29.155µm
_02024_,29.14µm
_02409_,29.14µm
_06985_,29.12µm
_07117_,29.12µm
net277,29.12µm
_03123_,29.115µm
_02105_,29.1µm
_05108_,29.1µm
_05331_,29.08µm
_06979_,29.08µm
_02425_,29.065µm
_02618_,29.06µm
_02691_,29.06µm
_12426_,29.06µm
_00456_,29.03µm
_04072_,29.02µm
_06773_,29.02µm
_07213_,29.02µm
_07500_,29.02µm
_12374_,29.02µm
_07963_,29µm
_13566_,29µm
_13620_,29µm
inf2,29µm
_03940_,28.985µm
_03025_,28.98µm
_12978_,28.98µm
_14487_,28.975µm
_06934_,28.96µm
_11867_,28.96µm
_12358_,28.96µm
net933,28.94µm
_10017_,28.92µm
_10398_,28.9µm
_13619_,28.88µm
_00384_,28.87µm
_03985_,28.86µm
_06930_,28.86µm
_07921_,28.86µm
_08630_,28.85µm
_01886_,28.84µm
_08285_,28.84µm
_13002_,28.84µm
_14459_,28.84µm
_00403_,28.82µm
_12050_,28.82µm
_05308_,28.8µm
_10033_,28.8µm
_12035_,28.8µm
_14246_,28.8µm
_02728_,28.79µm
_07761_,28.78µm
mantisaB[9],28.77µm
_04309_,28.76µm
_01098_,28.74µm
_02422_,28.74µm
_06155_,28.74µm
_07158_,28.74µm
_11184_,28.74µm
_00851_,28.72µm
_04610_,28.72µm
_10801_,28.72µm
_04552_,28.7µm
_06084_,28.7µm
_07488_,28.7µm
_09100_,28.7µm
_11943_,28.7µm
_11603_,28.69µm
_11207_,28.68µm
_01773_,28.66µm
_07716_,28.66µm
_08113_,28.66µm
_01505_,28.64µm
_08544_,28.64µm
_08633_,28.64µm
_11150_,28.64µm
_12335_,28.64µm
_00535_,28.62µm
_02319_,28.6µm
_02344_,28.6µm
_09423_,28.6µm
_03094_,28.58µm
_06747_,28.56µm
_07379_,28.56µm
_09571_,28.56µm
_10502_,28.56µm
_14152_,28.56µm
_12835_,28.54µm
_01593_,28.52µm
_13617_,28.52µm
_00772_,28.5µm
_01529_,28.5µm
_09441_,28.5µm
_12332_,28.5µm
_12475_,28.5µm
_07678_,28.49µm
_00798_,28.48µm
_12126_,28.48µm
_01722_,28.46µm
_05411_,28.46µm
_07674_,28.46µm
_08274_,28.46µm
_10557_,28.46µm
_02187_,28.455µm
_01427_,28.44µm
_02478_,28.44µm
_08435_,28.44µm
_09432_,28.44µm
_12336_,28.44µm
_13157_,28.44µm
_04462_,28.42µm
_13610_,28.42µm
_13628_,28.42µm
_05156_,28.4µm
_13073_,28.4µm
_12830_,28.39µm
_13808_,28.38µm
_00933_,28.36µm
_07257_,28.36µm
_10761_,28.36µm
_03190_,28.34µm
_07073_,28.34µm
net229,28.3µm
_00889_,28.28µm
_02313_,28.28µm
_12756_,28.28µm
_03214_,28.24µm
_07847_,28.24µm
clknet_leaf_3_clk,28.24µm
_00751_,28.22µm
_01737_,28.22µm
_05190_,28.22µm
_09260_,28.22µm
_11097_,28.2µm
net270,28.2µm
_12576_,28.18µm
_12845_,28.18µm
_03206_,28.16µm
_01698_,28.14µm
_07745_,28.14µm
_11365_,28.14µm
_02166_,28.12µm
_04231_,28.12µm
_05958_,28.12µm
_11055_,28.12µm
_12640_,28.12µm
_12613_,28.105µm
_03659_,28.08µm
net25,28.08µm
_01683_,28.075µm
_01458_,28.06µm
_10784_,28.06µm
_01818_,28.045µm
_02956_,28.04µm
_09477_,28.04µm
_11690_,28.04µm
_00287_,28.02µm
_00667_,28.02µm
_04676_,28.02µm
_11540_,28.02µm
_01308_,28µm
_00600_,27.98µm
_03030_,27.98µm
_05990_,27.98µm
_10054_,27.98µm
_10453_,27.98µm
_14651_,27.97µm
_00949_,27.96µm
_09039_,27.96µm
_14243_,27.94µm
_14576_,27.94µm
_00792_,27.92µm
_02049_,27.92µm
_05426_,27.92µm
_08507_,27.92µm
_02117_,27.9µm
_03590_,27.9µm
_04737_,27.88µm
_05628_,27.88µm
_10409_,27.88µm
_04661_,27.86µm
_08197_,27.855µm
_04470_,27.84µm
_03218_,27.82µm
_10099_,27.82µm
_10134_,27.82µm
_05120_,27.815µm
_08091_,27.8µm
net930,27.8µm
_03943_,27.78µm
_04577_,27.78µm
_08136_,27.78µm
_00382_,27.77µm
_03779_,27.76µm
_04258_,27.76µm
_07901_,27.76µm
_09082_,27.74µm
_08988_,27.725µm
_06298_,27.72µm
_07281_,27.72µm
net19,27.72µm
_01524_,27.7µm
_08661_,27.69µm
_04215_,27.68µm
_04966_,27.68µm
_00864_,27.64µm
_02495_,27.64µm
_03110_,27.64µm
_06169_,27.64µm
_12055_,27.64µm
_07801_,27.62µm
_04748_,27.6µm
_08257_,27.6µm
_07614_,27.58µm
_08553_,27.575µm
_01465_,27.56µm
_02276_,27.56µm
_01073_,27.55µm
_02353_,27.54µm
_14117_,27.54µm
_10448_,27.52µm
_13370_,27.52µm
_14625_,27.52µm
_02636_,27.5µm
_13450_,27.5µm
_02327_,27.48µm
_10899_,27.48µm
_12010_,27.48µm
_11965_,27.465µm
_01159_,27.46µm
_01301_,27.46µm
_02184_,27.46µm
_11244_,27.46µm
_04623_,27.455µm
_01682_,27.44µm
_05301_,27.44µm
_05977_,27.44µm
_10771_,27.44µm
_11186_,27.44µm
_11465_,27.44µm
_11547_,27.44µm
_13520_,27.44µm
_03093_,27.42µm
_12653_,27.42µm
mantisaAshift\[50\],27.42µm
_02548_,27.4µm
_04015_,27.4µm
_08915_,27.4µm
_01123_,27.38µm
_08582_,27.38µm
_00907_,27.36µm
_13898_,27.36µm
_02102_,27.35µm
_00387_,27.34µm
_00998_,27.34µm
_01937_,27.34µm
_02015_,27.34µm
_05824_,27.34µm
_08766_,27.34µm
_10261_,27.34µm
_14200_,27.34µm
_04589_,27.3µm
_10823_,27.3µm
net126,27.3µm
_05921_,27.29µm
_02193_,27.28µm
_03434_,27.28µm
_04133_,27.28µm
_12778_,27.28µm
_03403_,27.26µm
_03871_,27.26µm
_11171_,27.26µm
_12160_,27.26µm
_12231_,27.25µm
_00987_,27.24µm
_02000_,27.24µm
_02775_,27.24µm
_04847_,27.24µm
_10874_,27.24µm
_10827_,27.22µm
_03358_,27.2µm
_04217_,27.2µm
_11281_,27.2µm
_01870_,27.16µm
_04335_,27.16µm
net30,27.16µm
_00385_,27.13µm
_02936_,27.12µm
_12487_,27.12µm
_00837_,27.1µm
_02804_,27.1µm
_03583_,27.1µm
_07841_,27.1µm
_08168_,27.1µm
_03825_,27.06µm
_11872_,27.06µm
_14276_,27.06µm
_04386_,27.04µm
_06976_,27.04µm
_04441_,27.02µm
_11908_,27.02µm
_01251_,27µm
_05950_,27µm
net451,27µm
_08981_,26.99µm
_05330_,26.98µm
_11914_,26.98µm
_13343_,26.98µm
_13358_,26.98µm
_13336_,26.95µm
_01657_,26.94µm
_03263_,26.94µm
_05028_,26.94µm
_08126_,26.94µm
_09168_,26.94µm
_13528_,26.94µm
_13584_,26.94µm
_00615_,26.92µm
_01019_,26.92µm
_01091_,26.9µm
_03902_,26.9µm
_04033_,26.89µm
_11007_,26.89µm
net420,26.89µm
_01927_,26.88µm
_04767_,26.88µm
_06192_,26.88µm
_07184_,26.87µm
_08377_,26.87µm
_01820_,26.86µm
_10363_,26.86µm
_01564_,26.845µm
_03700_,26.84µm
_05762_,26.84µm
_06233_,26.84µm
_07331_,26.84µm
_01077_,26.82µm
_05206_,26.82µm
_08094_,26.82µm
_05149_,26.81µm
_07394_,26.8µm
_01898_,26.78µm
_04095_,26.78µm
_10682_,26.78µm
_00557_,26.76µm
_02707_,26.76µm
_03749_,26.74µm
_06135_,26.74µm
_06631_,26.74µm
_07544_,26.74µm
_08418_,26.74µm
_10201_,26.74µm
_02041_,26.72µm
_03315_,26.72µm
_04894_,26.72µm
_08734_,26.72µm
_01761_,26.7µm
_04064_,26.7µm
_10527_,26.7µm
_01695_,26.68µm
_00728_,26.67µm
_02419_,26.66µm
_10412_,26.66µm
_13257_,26.66µm
_13560_,26.66µm
_01310_,26.65µm
_04006_,26.64µm
_05397_,26.64µm
_09073_,26.64µm
_09562_,26.64µm
_11662_,26.64µm
_04046_,26.63µm
_02178_,26.62µm
_10104_,26.62µm
_11778_,26.62µm
_08792_,26.6µm
_08959_,26.6µm
_09807_,26.6µm
_10216_,26.6µm
_10972_,26.6µm
_11957_,26.6µm
_02592_,26.59µm
_01572_,26.58µm
_03574_,26.58µm
_04660_,26.58µm
_08807_,26.58µm
_14127_,26.58µm
_03673_,26.56µm
_05787_,26.56µm
_05919_,26.56µm
_12610_,26.56µm
_07541_,26.54µm
_08229_,26.54µm
_03841_,26.52µm
_04376_,26.52µm
_09895_,26.5µm
_13424_,26.5µm
_14113_,26.5µm
_05963_,26.48µm
_09226_,26.48µm
_10284_,26.48µm
_14357_,26.48µm
_09880_,26.46µm
_11711_,26.46µm
_12794_,26.46µm
_12821_,26.46µm
_13703_,26.46µm
_01422_,26.44µm
_04405_,26.44µm
_00849_,26.42µm
_08823_,26.42µm
_10497_,26.42µm
_04406_,26.38µm
_06461_,26.38µm
_06498_,26.38µm
_07180_,26.38µm
_07842_,26.38µm
_09760_,26.38µm
_09949_,26.38µm
_13203_,26.38µm
_05893_,26.36µm
_13191_,26.36µm
_14111_,26.36µm
_04132_,26.35µm
_04375_,26.34µm
_03222_,26.32µm
_09994_,26.32µm
_09493_,26.3µm
_00303_,26.28µm
_06832_,26.28µm
_07706_,26.28µm
_13029_,26.28µm
_11853_,26.27µm
_07432_,26.26µm
_08260_,26.26µm
_09149_,26.26µm
_04342_,26.24µm
expadd\[2\],26.24µm
_13939_,26.22µm
_05162_,26.2µm
_07244_,26.2µm
_14326_,26.2µm
_02157_,26.18µm
_12040_,26.18µm
_13507_,26.18µm
_14523_,26.18µm
_01822_,26.16µm
_02591_,26.16µm
_04565_,26.16µm
_05467_,26.14µm
_10830_,26.14µm
_04483_,26.12µm
_07988_,26.12µm
_10374_,26.12µm
_03184_,26.1µm
_05451_,26.1µm
_13906_,26.1µm
net1076,26.1µm
_07557_,26.095µm
_01258_,26.08µm
_01333_,26.08µm
_06617_,26.08µm
_10853_,26.08µm
_01380_,26.06µm
_04505_,26.06µm
_06425_,26.06µm
_03338_,26.04µm
_05765_,26.04µm
_07675_,26.04µm
_11037_,26.035µm
_00970_,26.02µm
_11010_,26.02µm
_05249_,26µm
_10155_,26µm
_11006_,26µm
_10310_,25.99µm
_11873_,25.99µm
_03017_,25.98µm
_06675_,25.98µm
_12947_,25.98µm
_13988_,25.97µm
_01152_,25.96µm
_06657_,25.96µm
_11208_,25.96µm
_02603_,25.94µm
_12635_,25.94µm
net1038,25.94µm
_03417_,25.92µm
_13873_,25.92µm
_02165_,25.9µm
_06989_,25.9µm
_07691_,25.9µm
_11773_,25.9µm
_12295_,25.9µm
_05391_,25.88µm
_06814_,25.88µm
_07632_,25.88µm
_10714_,25.88µm
_12492_,25.86µm
_04275_,25.855µm
_08007_,25.84µm
_10650_,25.84µm
_13960_,25.84µm
_02089_,25.83µm
mantisaB[11],25.83µm
_01225_,25.82µm
_01254_,25.82µm
_03931_,25.82µm
_04221_,25.82µm
_08497_,25.82µm
_03665_,25.8µm
_10533_,25.8µm
_14389_,25.8µm
_04257_,25.795µm
_10114_,25.78µm
_03630_,25.76µm
_04717_,25.76µm
_05572_,25.76µm
_08961_,25.76µm
_09668_,25.76µm
_12014_,25.76µm
_12547_,25.74µm
_14630_,25.74µm
_11346_,25.72µm
expadd\[6\],25.72µm
net58,25.72µm
_04669_,25.7µm
_10692_,25.7µm
_01981_,25.68µm
_08552_,25.68µm
_00730_,25.66µm
_01779_,25.66µm
_02875_,25.66µm
_06850_,25.66µm
_02310_,25.64µm
_06853_,25.64µm
_10484_,25.64µm
_08657_,25.625µm
_03014_,25.62µm
_05116_,25.6µm
_12478_,25.6µm
_08877_,25.59µm
_07221_,25.58µm
_12802_,25.58µm
_04497_,25.54µm
_08471_,25.54µm
_12323_,25.54µm
_00281_,25.53µm
_04016_,25.53µm
_12021_,25.53µm
_06891_,25.52µm
_11230_,25.52µm
_13524_,25.52µm
_14481_,25.52µm
inf1,25.5µm
_00314_,25.48µm
_03685_,25.48µm
_12061_,25.48µm
_13017_,25.48µm
_02084_,25.46µm
_13585_,25.46µm
_01216_,25.44µm
_02736_,25.44µm
_03073_,25.44µm
_00540_,25.42µm
_04268_,25.42µm
_06317_,25.42µm
_13932_,25.42µm
_00603_,25.4µm
_02392_,25.4µm
_03251_,25.4µm
_06825_,25.4µm
_11636_,25.4µm
_12264_,25.4µm
_02611_,25.395µm
_05200_,25.38µm
_04632_,25.34µm
_11576_,25.32µm
_02480_,25.3µm
_07224_,25.3µm
_10143_,25.3µm
_10742_,25.3µm
_11832_,25.3µm
_05840_,25.28µm
_09651_,25.28µm
_03364_,25.26µm
_10944_,25.26µm
_04077_,25.24µm
_06621_,25.23µm
_03667_,25.22µm
_06129_,25.22µm
_07179_,25.22µm
_07522_,25.22µm
_12459_,25.22µm
_14096_,25.22µm
_10934_,25.21µm
_01708_,25.2µm
_02059_,25.2µm
net222,25.2µm
_01907_,25.18µm
_07768_,25.18µm
_07834_,25.18µm
_11407_,25.18µm
_05820_,25.16µm
_02466_,25.14µm
_03375_,25.14µm
_09158_,25.14µm
_12451_,25.14µm
_09703_,25.1µm
_09984_,25.1µm
_11195_,25.1µm
_01107_,25.08µm
_01866_,25.08µm
_02020_,25.06µm
_08282_,25.06µm
_11913_,25.06µm
_11413_,25.045µm
_02507_,25.04µm
_12447_,25.04µm
_11098_,25.03µm
_01354_,25.02µm
_01986_,25.02µm
_02056_,25.02µm
_02947_,25µm
_12356_,25µm
_14292_,25µm
_14428_,25µm
_01740_,24.98µm
_01808_,24.98µm
_02470_,24.98µm
_08647_,24.98µm
_04061_,24.97µm
_11858_,24.96µm
_10441_,24.94µm
_04506_,24.93µm
mantisaB[14],24.93µm
_02443_,24.92µm
_00633_,24.9µm
_02354_,24.9µm
_00724_,24.88µm
_06066_,24.88µm
_08329_,24.88µm
_14003_,24.88µm
_14210_,24.88µm
_09928_,24.875µm
_00832_,24.86µm
_02083_,24.86µm
_05552_,24.86µm
_07701_,24.86µm
_00752_,24.84µm
_00944_,24.84µm
_03613_,24.84µm
_04239_,24.84µm
_05900_,24.84µm
_09215_,24.84µm
_12041_,24.84µm
_12424_,24.84µm
_13516_,24.84µm
_03966_,24.835µm
_06628_,24.82µm
_10187_,24.82µm
_00900_,24.8µm
_04752_,24.8µm
_06415_,24.8µm
_08333_,24.8µm
_10170_,24.8µm
_05208_,24.78µm
_05323_,24.76µm
_07780_,24.76µm
_09353_,24.76µm
_12119_,24.76µm
_05967_,24.74µm
_00418_,24.72µm
_01961_,24.72µm
_02768_,24.72µm
_07787_,24.72µm
_05245_,24.7µm
_10941_,24.68µm
_13817_,24.68µm
_14045_,24.68µm
_14541_,24.68µm
_03022_,24.66µm
_07145_,24.66µm
_09405_,24.66µm
_11623_,24.66µm
_03436_,24.65µm
_04778_,24.64µm
_08687_,24.64µm
_09899_,24.64µm
_14061_,24.64µm
_14509_,24.64µm
_09031_,24.62µm
_12876_,24.62µm
_01667_,24.6µm
_13182_,24.6µm
_09115_,24.59µm
_02394_,24.58µm
_03863_,24.58µm
_06230_,24.58µm
_06700_,24.58µm
_08532_,24.58µm
_12997_,24.58µm
_00048_,24.56µm
_05102_,24.56µm
_10267_,24.56µm
_10426_,24.56µm
_13492_,24.56µm
_05284_,24.54µm
_06274_,24.54µm
_08144_,24.54µm
_08183_,24.54µm
_10816_,24.54µm
_04749_,24.52µm
_08156_,24.52µm
_07766_,24.5µm
_11354_,24.5µm
_00719_,24.49µm
_13982_,24.485µm
_03516_,24.48µm
_04482_,24.48µm
mantisa[10],24.47µm
_00994_,24.46µm
_04096_,24.46µm
_05548_,24.46µm
_06300_,24.46µm
_09020_,24.46µm
_12238_,24.46µm
_12283_,24.44µm
_13823_,24.44µm
_12718_,24.42µm
_14313_,24.42µm
_14320_,24.42µm
undefined1,24.42µm
_14190_,24.4µm
_03474_,24.38µm
_04352_,24.38µm
_05456_,24.38µm
_08566_,24.38µm
_14097_,24.38µm
_06616_,24.37µm
_06000_,24.36µm
_08117_,24.36µm
_13347_,24.36µm
_13801_,24.36µm
_00547_,24.34µm
_01557_,24.34µm
_11019_,24.34µm
_00806_,24.3µm
_11490_,24.3µm
_11545_,24.3µm
_02689_,24.27µm
_02554_,24.26µm
_05908_,24.26µm
_11660_,24.26µm
_11971_,24.26µm
_12760_,24.26µm
_03303_,24.255µm
_12102_,24.25µm
_00525_,24.24µm
_04947_,24.24µm
_07409_,24.24µm
_10076_,24.24µm
_12668_,24.22µm
_13830_,24.22µm
net212,24.22µm
_08439_,24.2µm
_12024_,24.2µm
_13933_,24.2µm
_04761_,24.18µm
_05639_,24.18µm
_13124_,24.18µm
_07693_,24.17µm
_07891_,24.16µm
_11799_,24.16µm
_13166_,24.16µm
_14201_,24.16µm
_03311_,24.155µm
_14053_,24.15µm
_04060_,24.14µm
_05537_,24.14µm
_06639_,24.14µm
_08733_,24.14µm
_09481_,24.14µm
_10843_,24.14µm
_11897_,24.14µm
_14377_,24.14µm
net288,24.14µm
_05905_,24.12µm
_09032_,24.12µm
_09781_,24.12µm
_12884_,24.12µm
_13908_,24.12µm
_03538_,24.1µm
_13241_,24.1µm
four_man\[29\],24.1µm
_02239_,24.08µm
_06146_,24.08µm
_06477_,24.08µm
_11549_,24.08µm
_12384_,24.08µm
_01540_,24.06µm
_03427_,24.06µm
_13858_,24.06µm
_08938_,24.04µm
_13994_,24.04µm
_10254_,24.025µm
_14137_,24.02µm
_03660_,24µm
_14034_,24µm
_12343_,23.995µm
_07060_,23.98µm
_07583_,23.98µm
_08064_,23.98µm
_10949_,23.98µm
_00651_,23.96µm
_03122_,23.96µm
_03692_,23.96µm
_03932_,23.96µm
_07469_,23.96µm
_08964_,23.96µm
_11645_,23.96µm
_11921_,23.96µm
_10800_,23.94µm
_14106_,23.94µm
_00860_,23.92µm
_05637_,23.92µm
_08276_,23.92µm
_10642_,23.92µm
_12599_,23.91µm
_04924_,23.9µm
_06938_,23.9µm
_08273_,23.9µm
_09277_,23.9µm
_11398_,23.9µm
_13756_,23.9µm
_00939_,23.88µm
_01040_,23.88µm
_02653_,23.88µm
_07446_,23.88µm
_08455_,23.88µm
_09105_,23.88µm
_02568_,23.86µm
_06894_,23.86µm
_03412_,23.855µm
_00332_,23.85µm
_14048_,23.85µm
_02557_,23.845µm
_00989_,23.84µm
_04205_,23.84µm
_07698_,23.84µm
_07748_,23.84µm
_07808_,23.84µm
_08587_,23.84µm
_13140_,23.84µm
_13292_,23.84µm
net46,23.84µm
_02463_,23.82µm
_11676_,23.82µm
_12497_,23.82µm
_02772_,23.8µm
_04871_,23.8µm
_06725_,23.8µm
_08547_,23.8µm
_09324_,23.8µm
_03475_,23.79µm
_05215_,23.78µm
_13108_,23.78µm
_01402_,23.77µm
_02208_,23.76µm
_02699_,23.76µm
_03096_,23.76µm
_08901_,23.76µm
_12148_,23.76µm
_14669_,23.76µm
net47,23.76µm
_04411_,23.755µm
_01187_,23.74µm
_02013_,23.74µm
_08672_,23.74µm
four_man\[28\],23.74µm
_00941_,23.72µm
_02513_,23.72µm
_04851_,23.72µm
_09734_,23.72µm
_12994_,23.715µm
_07351_,23.68µm
_03560_,23.675µm
mantisaB[2],23.67µm
_07284_,23.66µm
_11480_,23.66µm
_03182_,23.64µm
_04149_,23.64µm
_04460_,23.64µm
_08037_,23.64µm
_09793_,23.635µm
_09746_,23.62µm
_10445_,23.62µm
_11864_,23.61µm
_04246_,23.6µm
_04449_,23.6µm
_05292_,23.6µm
_05509_,23.6µm
_06783_,23.6µm
_07150_,23.6µm
_02791_,23.58µm
_03383_,23.58µm
_03530_,23.58µm
_05653_,23.58µm
_10564_,23.58µm
_04086_,23.56µm
_04626_,23.56µm
_13486_,23.56µm
_00487_,23.54µm
_02767_,23.52µm
_10622_,23.52µm
_06624_,23.515µm
_06528_,23.5µm
_07946_,23.5µm
_12439_,23.5µm
_03575_,23.48µm
_07161_,23.48µm
_11777_,23.48µm
_01027_,23.47µm
_02046_,23.46µm
_04559_,23.46µm
_05005_,23.46µm
_13041_,23.46µm
_14371_,23.46µm
_11500_,23.45µm
_01933_,23.44µm
_06203_,23.44µm
_07399_,23.44µm
_07592_,23.44µm
_09318_,23.44µm
_11760_,23.43µm
_01478_,23.42µm
_07832_,23.42µm
_08302_,23.42µm
_14391_,23.42µm
_07721_,23.4µm
_11800_,23.4µm
_13482_,23.4µm
_02095_,23.38µm
_02886_,23.38µm
_03996_,23.38µm
_04732_,23.38µm
_07140_,23.38µm
_10626_,23.38µm
_13284_,23.38µm
_03991_,23.36µm
_04373_,23.36µm
_06109_,23.36µm
_02138_,23.355µm
_08865_,23.34µm
_09677_,23.34µm
_00640_,23.32µm
_14520_,23.32µm
_11261_,23.31µm
_01784_,23.3µm
_02147_,23.3µm
_06440_,23.3µm
_14503_,23.3µm
_14645_,23.3µm
_04327_,23.28µm
_01438_,23.26µm
_05846_,23.26µm
net443,23.26µm
_02519_,23.255µm
_04799_,23.24µm
_12139_,23.24µm
_14072_,23.24µm
net40,23.24µm
_09420_,23.22µm
_12903_,23.22µm
_05183_,23.2µm
_01100_,23.18µm
_02302_,23.18µm
_04240_,23.18µm
_06840_,23.18µm
_08076_,23.18µm
_08122_,23.18µm
_08888_,23.18µm
_09582_,23.18µm
_14159_,23.18µm
_03883_,23.17µm
_04433_,23.17µm
_00413_,23.16µm
_05075_,23.16µm
_02349_,23.14µm
_04859_,23.14µm
_06042_,23.14µm
_08850_,23.14µm
_09178_,23.14µm
_09606_,23.14µm
_13556_,23.14µm
_05546_,23.12µm
_07017_,23.12µm
_11830_,23.11µm
_00331_,23.1µm
_07616_,23.1µm
_10036_,23.1µm
_05433_,23.09µm
_08625_,23.09µm
_01078_,23.08µm
_08380_,23.08µm
_09417_,23.08µm
_12751_,23.08µm
_02201_,23.04µm
_04548_,23.04µm
_04619_,23.04µm
_04634_,23.04µm
_07999_,23.04µm
_11197_,23.04µm
_12727_,23.04µm
_13820_,23.04µm
_05922_,23.02µm
_06372_,23.02µm
_07318_,23.02µm
_11640_,23.02µm
_03616_,23.005µm
