net,length_um
_14429_,76.855µm
_05117_,76.84µm
_10219_,76.84µm
net459,76.78µm
net935,76.68µm
net440,76.67µm
_06961_,76.5µm
_12458_,76.46µm
_12158_,76.34µm
_00921_,76.32µm
_10100_,76.24µm
_10095_,76.22µm
_03353_,76.2µm
net1045,76.17µm
net997,76.12µm
_00402_,76.1µm
net455,75.96µm
_00901_,75.88µm
_05101_,75.86µm
_12116_,75.74µm
_04594_,75.72µm
net355,75.6µm
_09138_,75.56µm
net142,75.56µm
_10897_,75.52µm
_05244_,75.46µm
net1072,75.32µm
_12941_,75.17µm
net296,75.16µm
_08130_,75.12µm
_11847_,75.08µm
_02577_,75.06µm
_10669_,74.94µm
net920,74.94µm
_02051_,74.88µm
_11536_,74.82µm
_09872_,74.8µm
net328,74.76µm
_00328_,74.62µm
clknet_leaf_36_clk,74.62µm
_01050_,74.54µm
_13941_,74.52µm
_08583_,74.37µm
_03721_,74.28µm
clknet_leaf_22_clk,74.28µm
_09614_,74.18µm
_12837_,74.14µm
_14674_,74.1µm
net415,74.1µm
net470,74.06µm
_04362_,73.94µm
_12873_,73.86µm
_15032_,73.82µm
net477,73.82µm
_12285_,73.78µm
_01212_,73.76µm
_03919_,73.57µm
_00403_,73.52µm
_09060_,73.52µm
_11836_,73.51µm
net239,73.51µm
net485,73.48µm
_04750_,73.38µm
net103,73.34µm
_10035_,73.3µm
net312,73.3µm
net322,73.17µm
net338,73.02µm
_03658_,72.92µm
_12524_,72.845µm
_10784_,72.83µm
_12445_,72.8µm
_11333_,72.79µm
_09578_,72.78µm
_02679_,72.76µm
_14187_,72.695µm
_09920_,72.6µm
_11848_,72.58µm
_11470_,72.555µm
_04434_,72.5µm
_01687_,72.48µm
_12368_,72.34µm
_13637_,72.24µm
net358,72.22µm
_12676_,72.17µm
_00067_,72.145µm
net232,72.14µm
_00937_,72.08µm
_04201_,72.04µm
_04170_,72.02µm
_05058_,71.92µm
net508,71.85µm
_08827_,71.78µm
net489,71.74µm
net416,71.58µm
_12491_,71.52µm
_02692_,71.48µm
_03742_,71.41µm
_00483_,71.34µm
net222,71.34µm
net1005,71.34µm
net106,71.18µm
net1009,71.08µm
_12393_,71.06µm
_02168_,71.04µm
_05063_,71.02µm
_07963_,70.98µm
_01025_,70.96µm
_03939_,70.94µm
_05963_,70.88µm
net145,70.82µm
_02206_,70.81µm
_03743_,70.74µm
_08754_,70.7µm
_13492_,70.59µm
_01642_,70.52µm
_01746_,70.43µm
_00603_,70.4µm
_02082_,70.34µm
_14727_,70.3µm
_12203_,70.19µm
net107,70.16µm
_11191_,70.105µm
_00880_,70.1µm
_12468_,70.08µm
_03168_,70.04µm
net16,70.04µm
_04479_,69.94µm
_02685_,69.89µm
clknet_leaf_23_clk,69.86µm
_00259_,69.82µm
net406,69.82µm
net194,69.64µm
net453,69.62µm
_10631_,69.4µm
_07066_,69.38µm
_12176_,69.2µm
_00856_,69.19µm
_02175_,69.14µm
net380,69.1µm
_10010_,68.92µm
_05201_,68.87µm
_07896_,68.86µm
_01534_,68.82µm
_14189_,68.8µm
_11422_,68.77µm
net202,68.76µm
_02941_,68.72µm
_10780_,68.72µm
_00396_,68.68µm
_12742_,68.68µm
net450,68.64µm
net264,68.56µm
net183,68.5µm
_08785_,68.44µm
_00662_,68.42µm
_04567_,68.42µm
_02053_,68.4µm
_14048_,68.4µm
_12710_,68.285µm
expmiddlec\[4\],68.24µm
_05531_,68.225µm
_00711_,68.16µm
_09933_,68.06µm
_06865_,67.98µm
_15088_,67.94µm
_03456_,67.88µm
net203,67.74µm
_12381_,67.66µm
_15007_,67.66µm
net282,67.62µm
net705,67.58µm
net378,67.54µm
mantisaB0\[20\],67.52µm
_08451_,67.44µm
net454,67.38µm
_10005_,67.36µm
_05198_,67.32µm
_11058_,67.32µm
_12920_,67.26µm
_00658_,67.24µm
net362,67.12µm
_11328_,67.09µm
_08776_,67.06µm
_05961_,67.02µm
_10542_,67.02µm
net430,67.015µm
_01867_,66.96µm
_10685_,66.94µm
net465,66.94µm
_06290_,66.92µm
_13001_,66.86µm
_11682_,66.84µm
_12111_,66.84µm
_12854_,66.84µm
_08528_,66.8µm
_01204_,66.78µm
_12240_,66.76µm
_12436_,66.755µm
_14422_,66.7µm
_00735_,66.66µm
_05089_,66.66µm
_10437_,66.66µm
_03580_,66.62µm
_12484_,66.62µm
mantisaresult\[52\],66.54µm
_02662_,66.38µm
_14205_,66.34µm
_13367_,66.22µm
net984,66.12µm
_14732_,66.09µm
_11962_,66.04µm
net228,65.99µm
_07053_,65.96µm
_09067_,65.92µm
_14526_,65.92µm
_04263_,65.91µm
net325,65.9µm
net948,65.885µm
_14942_,65.78µm
_01715_,65.72µm
_14212_,65.68µm
_11050_,65.6µm
_15062_,65.58µm
net1008,65.56µm
_08584_,65.44µm
_01006_,65.4µm
_12361_,65.38µm
_04901_,65.28µm
_11009_,65.275µm
_00380_,65.2µm
_02642_,65.11µm
_11024_,65.1µm
_13973_,65.04µm
net209,64.98µm
_07059_,64.96µm
net349,64.9µm
_02844_,64.89µm
_15100_,64.88µm
_08532_,64.87µm
_13538_,64.84µm
_11902_,64.78µm
_14340_,64.78µm
_03317_,64.74µm
_04462_,64.72µm
net571,64.7µm
_00320_,64.67µm
net1043,64.6µm
_12094_,64.59µm
_10822_,64.56µm
_00853_,64.5µm
_14186_,64.49µm
mantisaresult\[12\],64.47µm
net256,64.44µm
net1078,64.44µm
_12103_,64.32µm
_11830_,64.3µm
_12727_,64.28µm
mantisaresult\[13\],64.28µm
_04557_,64.2µm
net467,64.17µm
_00344_,64.15µm
_08465_,64.11µm
_03376_,64.095µm
_04246_,64.06µm
_01608_,64.05µm
_01640_,64µm
_03289_,63.98µm
_09788_,63.98µm
_04537_,63.91µm
_06980_,63.88µm
_02098_,63.86µm
net444,63.86µm
clknet_leaf_38_clk,63.825µm
_06286_,63.82µm
_06808_,63.82µm
_01211_,63.72µm
_02566_,63.72µm
_12110_,63.72µm
_10215_,63.68µm
_07191_,63.62µm
_08014_,63.62µm
_14358_,63.54µm
net947,63.54µm
_05916_,63.52µm
_04173_,63.44µm
_12498_,63.44µm
_06739_,63.34µm
_10000_,63.34µm
net347,63.34µm
_07911_,63.22µm
_08635_,63.22µm
_02180_,63.2µm
_04079_,63.18µm
_11675_,63.16µm
_02081_,63.12µm
_03047_,63.1µm
_04426_,63.06µm
_14531_,63.04µm
_11373_,63.02µm
_12683_,62.98µm
_03470_,62.9µm
_10526_,62.88µm
_00925_,62.81µm
_06866_,62.8µm
_10961_,62.75µm
_06291_,62.74µm
_06962_,62.72µm
_12196_,62.72µm
_05786_,62.685µm
_08037_,62.685µm
_02953_,62.66µm
net140,62.66µm
_00852_,62.64µm
_10310_,62.64µm
_03008_,62.62µm
net410,62.62µm
_00406_,62.58µm
_00759_,62.58µm
net1000,62.56µm
_02052_,62.54µm
_02784_,62.42µm
mantisaAshift\[44\],62.42µm
net554,62.42µm
_13302_,62.34µm
_13907_,62.3µm
mantisaAshift\[46\],62.3µm
_10674_,62.28µm
_12407_,62.28µm
_04561_,62.27µm
_09775_,62.26µm
net137,62.18µm
_05751_,62.16µm
_12518_,62.14µm
_10211_,62.11µm
_12744_,62.06µm
_02036_,62.04µm
_04635_,62.04µm
_04718_,61.98µm
_13470_,61.96µm
_11071_,61.94µm
_09198_,61.92µm
_09184_,61.88µm
_13632_,61.86µm
_00348_,61.82µm
_01169_,61.795µm
_10428_,61.76µm
_12733_,61.74µm
_14536_,61.69µm
net461,61.68µm
net855,61.56µm
_09584_,61.54µm
_09982_,61.54µm
_14731_,61.52µm
_01922_,61.48µm
_12374_,61.48µm
net1017,61.48µm
_11933_,61.46µm
_14645_,61.46µm
_10109_,61.44µm
_12389_,61.44µm
_00258_,61.405µm
_05560_,61.38µm
mantisaB0\[18\],61.36µm
net379,61.36µm
_03943_,61.34µm
_02378_,61.3µm
_02443_,61.3µm
_01682_,61.28µm
_10433_,61.22µm
_05183_,61.16µm
_00998_,61.14µm
_15061_,60.92µm
_00903_,60.9µm
_14248_,60.88µm
_14460_,60.84µm
_09421_,60.72µm
_10565_,60.72µm
net178,60.66µm
_01530_,60.655µm
_08859_,60.52µm
_09031_,60.5µm
_10021_,60.5µm
_10179_,60.48µm
_01259_,60.44µm
_09416_,60.44µm
_04609_,60.37µm
_01200_,60.3µm
net352,60.28µm
_10584_,60.27µm
_00728_,60.24µm
_14767_,60.24µm
_11709_,60.16µm
_08472_,60.12µm
_03717_,60.1µm
_01247_,60.08µm
_09197_,60.04µm
_09995_,60.04µm
_05990_,60.02µm
_04353_,59.98µm
_07445_,59.96µm
_11302_,59.9µm
_12420_,59.9µm
_04619_,59.87µm
_14376_,59.86µm
net58,59.78µm
net433,59.47µm
_14850_,59.46µm
_13150_,59.44µm
_09562_,59.42µm
_02326_,59.34µm
net446,59.32µm
_04553_,59.28µm
_13915_,59.22µm
_02948_,59.18µm
_10746_,59.12µm
_01768_,59.11µm
net126,59.1µm
_01596_,59.08µm
net803,59.02µm
_01636_,59µm
_10411_,59µm
_10827_,59µm
_09857_,58.95µm
_14314_,58.94µm
net419,58.94µm
_10534_,58.92µm
_05641_,58.9µm
_04025_,58.84µm
net420,58.82µm
net431,58.77µm
_11885_,58.76µm
_12822_,58.74µm
net487,58.72µm
_00687_,58.71µm
expmiddlec\[3\],58.71µm
_10727_,58.7µm
_14520_,58.7µm
_09696_,58.62µm
_08096_,58.56µm
_12747_,58.56µm
_11912_,58.52µm
net434,58.515µm
_04606_,58.5µm
_11987_,58.44µm
_13019_,58.44µm
net989,58.44µm
_05523_,58.4µm
_12398_,58.3µm
_09385_,58.26µm
_11030_,58.22µm
_01255_,58.16µm
_11271_,58.16µm
_10172_,58.1µm
_06247_,58.08µm
_01035_,58.04µm
_14988_,58.04µm
net437,58.02µm
_04451_,58µm
_04655_,58µm
_13041_,57.99µm
_14392_,57.92µm
_13145_,57.9µm
net384,57.9µm
clknet_leaf_12_clk,57.86µm
_11113_,57.83µm
mantisaAshift\[43\],57.8µm
_14949_,57.78µm
_00680_,57.76µm
net317,57.76µm
_09078_,57.68µm
_04339_,57.56µm
_14910_,57.54µm
mantisaresult\[58\],57.54µm
_00587_,57.48µm
_03112_,57.48µm
_10571_,57.48µm
_05213_,57.46µm
_02826_,57.34µm
_10212_,57.34µm
_08574_,57.32µm
_02723_,57.3µm
_11421_,57.24µm
_07771_,57.22µm
_14923_,57.16µm
_01630_,57µm
_14858_,56.92µm
_01160_,56.9µm
_11404_,56.89µm
_05868_,56.88µm
_11383_,56.84µm
net979,56.84µm
_07185_,56.82µm
net458,56.8µm
_10648_,56.78µm
_05687_,56.72µm
_03702_,56.66µm
_05237_,56.66µm
net146,56.66µm
_01256_,56.63µm
_01759_,56.58µm
net341,56.5µm
_09692_,56.48µm
_12347_,56.46µm
_11175_,56.44µm
_11771_,56.36µm
_01119_,56.34µm
net986,56.34µm
_12180_,56.32µm
_14087_,56.3µm
_09324_,56.29µm
_01871_,56.28µm
_01739_,56.26µm
_03623_,56.26µm
_05032_,56.22µm
_04241_,56.2µm
_00898_,56.18µm
_04520_,56.18µm
_10576_,56.18µm
net50,56.14µm
_11833_,56.12µm
_09879_,56.1µm
_01549_,56.08µm
net280,56.07µm
net983,55.96µm
_10029_,55.94µm
clknet_leaf_17_clk,55.94µm
net314,55.89µm
_08440_,55.84µm
net991,55.82µm
_11341_,55.8µm
net977,55.8µm
_01187_,55.76µm
_09547_,55.76µm
_14843_,55.74µm
_04902_,55.7µm
_01720_,55.69µm
_06966_,55.68µm
_13054_,55.68µm
_13525_,55.68µm
_03909_,55.66µm
_04044_,55.6µm
_01102_,55.58µm
_10883_,55.58µm
_00833_,55.54µm
_14443_,55.54µm
_07947_,55.52µm
net193,55.52µm
_13573_,55.5µm
_05853_,55.495µm
_01347_,55.48µm
_01875_,55.46µm
_03280_,55.46µm
_08952_,55.44µm
mantisaAshift\[54\],55.44µm
net1195,55.44µm
_14579_,55.42µm
_00899_,55.4µm
_02630_,55.4µm
_10346_,55.38µm
net321,55.38µm
_14194_,55.3µm
_04293_,55.29µm
_02891_,55.28µm
_11838_,55.28µm
_02743_,55.24µm
_00060_,55.225µm
_05103_,55.225µm
_00677_,55.22µm
_01492_,55.22µm
_05900_,55.18µm
_03118_,55.14µm
_11882_,55.12µm
_12289_,55.12µm
_08555_,55.02µm
_02687_,55µm
_03395_,54.96µm
_04060_,54.94µm
_12348_,54.91µm
_14866_,54.9µm
mantisaresult\[51\],54.86µm
_06421_,54.84µm
net1040,54.8µm
_11367_,54.795µm
_02453_,54.78µm
_14588_,54.76µm
_12720_,54.75µm
_06355_,54.72µm
_09981_,54.7µm
_02911_,54.68µm
_06103_,54.68µm
_06964_,54.68µm
_06394_,54.64µm
net936,54.62µm
clknet_leaf_25_clk,54.6µm
_14471_,54.58µm
_12087_,54.56µm
net240,54.56µm
_08051_,54.52µm
_01781_,54.48µm
_06629_,54.46µm
_12834_,54.46µm
_13877_,54.46µm
_12584_,54.34µm
_01732_,54.3µm
_08700_,54.24µm
net429,54.225µm
_05462_,54.22µm
_14584_,54.205µm
_08468_,54.16µm
_10296_,54.09µm
_14113_,54.08µm
_10805_,54.06µm
_00474_,54.04µm
_09976_,54.04µm
_03431_,54.02µm
_13770_,54.02µm
_01675_,54µm
net992,54µm
_01527_,53.92µm
_13036_,53.84µm
_08202_,53.79µm
_04329_,53.72µm
_14703_,53.72µm
_00716_,53.7µm
_03977_,53.66µm
net422,53.64µm
_02660_,53.63µm
_01445_,53.62µm
_11850_,53.58µm
_01496_,53.54µm
_07791_,53.52µm
net443,53.52µm
_02750_,53.4µm
_03730_,53.4µm
_13209_,53.4µm
_01391_,53.36µm
_14099_,53.36µm
_09016_,53.32µm
_03380_,53.31µm
_06970_,53.3µm
_11427_,53.29µm
_14169_,53.27µm
_05865_,53.24µm
_14119_,53.195µm
_02934_,53.14µm
_00347_,53.12µm
_00044_,53.1µm
_05383_,53.08µm
_00399_,53.06µm
_10026_,53.06µm
_04162_,53µm
_11405_,52.98µm
_12213_,52.98µm
net5,52.96µm
net506,52.94µm
_15107_,52.92µm
_04303_,52.89µm
_12912_,52.86µm
_02532_,52.84µm
_13868_,52.82µm
_14707_,52.805µm
_12934_,52.8µm
_14371_,52.8µm
_04454_,52.78µm
_05977_,52.78µm
_06270_,52.76µm
_15084_,52.76µm
net439,52.69µm
_02689_,52.68µm
_01614_,52.63µm
_10773_,52.63µm
_10419_,52.6µm
_12575_,52.6µm
_04230_,52.57µm
_10405_,52.57µm
_03403_,52.56µm
_05098_,52.535µm
_03628_,52.52µm
_04570_,52.52µm
_12927_,52.52µm
_08387_,52.5µm
net267,52.5µm
_10987_,52.43µm
_11245_,52.425µm
_11889_,52.42µm
_11985_,52.42µm
_14683_,52.42µm
_02526_,52.4µm
_14231_,52.4µm
_10945_,52.38µm
net959,52.37µm
_10333_,52.34µm
net388,52.34µm
_03733_,52.33µm
_14346_,52.315µm
_04275_,52.29µm
_02090_,52.22µm
_10276_,52.22µm
_04467_,52.16µm
mantisaAshift\[49\],52.14µm
_07840_,52.12µm
expmiddlec\[2\],52.09µm
_03046_,52.08µm
net468,52.06µm
_08093_,52.04µm
clknet_leaf_41_clk,52.04µm
_05627_,51.96µm
_02521_,51.86µm
_01570_,51.82µm
_02990_,51.82µm
_11375_,51.82µm
net310,51.82µm
_08505_,51.8µm
_01772_,51.76µm
_03012_,51.76µm
_04222_,51.76µm
net4,51.76µm
_00376_,51.74µm
_06459_,51.73µm
_06086_,51.72µm
_04640_,51.68µm
_09303_,51.68µm
_11799_,51.68µm
_00269_,51.66µm
_06990_,51.66µm
_12649_,51.66µm
_06511_,51.52µm
_02607_,51.5µm
_08034_,51.5µm
_11454_,51.5µm
_05172_,51.48µm
_13372_,51.48µm
_13942_,51.445µm
_10968_,51.38µm
_11452_,51.36µm
_02657_,51.34µm
_04589_,51.34µm
_01203_,51.24µm
_13522_,51.215µm
_02962_,51.2µm
_09493_,51.195µm
_01076_,51.12µm
_04349_,51.12µm
_07255_,51.12µm
_12596_,51.12µm
_03594_,51.1µm
net949,51.1µm
_09447_,51.08µm
_00661_,51.02µm
_09971_,50.98µm
_12224_,50.98µm
_12715_,50.98µm
_12907_,50.98µm
_01670_,50.96µm
_11257_,50.94µm
_01495_,50.92µm
_07138_,50.91µm
_06782_,50.82µm
_13527_,50.8µm
_12527_,50.78µm
_09071_,50.74µm
_00404_,50.73µm
_00713_,50.7µm
_14375_,50.68µm
net31,50.68µm
net404,50.66µm
_05109_,50.605µm
_04864_,50.6µm
_04673_,50.58µm
_10196_,50.56µm
mantisaresult\[50\],50.56µm
_09123_,50.54µm
_14595_,50.53µm
_12590_,50.52µm
_00375_,50.48µm
_04773_,50.46µm
_13035_,50.455µm
_06727_,50.44µm
_08688_,50.44µm
_01730_,50.4µm
_07435_,50.36µm
_10878_,50.34µm
_04646_,50.32µm
_08955_,50.32µm
_08076_,50.3µm
_03422_,50.26µm
net413,50.235µm
_03314_,50.19µm
_13151_,50.18µm
_10015_,50.16µm
_12169_,50.16µm
_02229_,50.14µm
_12795_,50.11µm
_12443_,50.08µm
_05537_,50µm
_12728_,50µm
net393,50µm
_00732_,49.98µm
_05332_,49.98µm
_13355_,49.96µm
_01532_,49.94µm
_14391_,49.94µm
_13599_,49.86µm
_08823_,49.8µm
_14008_,49.8µm
_09405_,49.78µm
_10367_,49.78µm
_12690_,49.76µm
_14096_,49.76µm
_10228_,49.74µm
_10982_,49.74µm
_13503_,49.74µm
_01861_,49.73µm
_04783_,49.71µm
_13648_,49.7µm
_09586_,49.66µm
_14012_,49.62µm
_03551_,49.6µm
_14898_,49.56µm
net1001,49.56µm
_04163_,49.54µm
_05597_,49.54µm
_04358_,49.52µm
_03187_,49.515µm
_02093_,49.5µm
_03954_,49.5µm
_04069_,49.5µm
_05721_,49.5µm
_08680_,49.5µm
_01067_,49.48µm
_12400_,49.4µm
_02092_,49.38µm
net1193,49.38µm
_14105_,49.335µm
_04611_,49.3µm
_08514_,49.3µm
_10861_,49.3µm
_14620_,49.3µm
_06718_,49.28µm
net428,49.28µm
_09177_,49.26µm
_06233_,49.24µm
_10470_,49.24µm
_13283_,49.2µm
net1016,49.2µm
_14692_,49.18µm
clknet_leaf_30_clk,49.16µm
_02877_,49.1µm
_04945_,49.1µm
_14109_,49.04µm
_12542_,49.03µm
_02384_,49µm
_03195_,49µm
_03080_,48.96µm
_04367_,48.96µm
_06206_,48.96µm
_13909_,48.96µm
net269,48.94µm
_11954_,48.92µm
_00319_,48.86µm
net125,48.84µm
_06512_,48.76µm
_13427_,48.74µm
_14643_,48.72µm
_05339_,48.7µm
_08396_,48.7µm
_09643_,48.7µm
_05541_,48.665µm
_02854_,48.66µm
_02984_,48.62µm
_08323_,48.6µm
_05180_,48.52µm
_07296_,48.52µm
_10203_,48.52µm
_07299_,48.46µm
_03563_,48.44µm
_10637_,48.44µm
_01655_,48.36µm
_11842_,48.34µm
_04822_,48.32µm
_15095_,48.32µm
_09767_,48.28µm
_00904_,48.26µm
_10969_,48.26µm
_10605_,48.24µm
mantisaAshift\[45\],48.22µm
_12366_,48.2µm
_03302_,48.18µm
_02698_,48.16µm
_04223_,48.14µm
_07141_,48.14µm
_04936_,48.08µm
_14090_,48.08µm
_01168_,48.04µm
_05771_,48.04µm
_12454_,47.96µm
_01557_,47.94µm
_13068_,47.93µm
_05797_,47.91µm
_13761_,47.9µm
net1081,47.9µm
_02207_,47.86µm
_05766_,47.86µm
_10723_,47.86µm
_05785_,47.84µm
_04827_,47.82µm
_03385_,47.785µm
_11123_,47.76µm
_04715_,47.74µm
_10461_,47.7µm
_03729_,47.68µm
_11017_,47.66µm
_12463_,47.66µm
_08759_,47.64µm
_09913_,47.64µm
_00914_,47.58µm
_05320_,47.56µm
net953,47.52µm
_01159_,47.51µm
_11160_,47.5µm
_12414_,47.48µm
_03240_,47.41µm
_04039_,47.4µm
_14463_,47.39µm
_03997_,47.38µm
_00665_,47.37µm
_14428_,47.35µm
_11919_,47.34µm
_11558_,47.32µm
_08040_,47.3µm
_03861_,47.295µm
_02976_,47.22µm
_02762_,47.2µm
_14718_,47.2µm
_01182_,47.18µm
_08976_,47.18µm
_10849_,47.14µm
_03225_,47.02µm
_05655_,47µm
_06325_,46.995µm
_12642_,46.96µm
_11826_,46.92µm
_09007_,46.84µm
_12619_,46.84µm
net441,46.84µm
_03125_,46.82µm
_07611_,46.82µm
_11659_,46.8µm
_03426_,46.78µm
_01209_,46.76µm
_10870_,46.72µm
net254,46.69µm
_01112_,46.64µm
_05061_,46.64µm
_04276_,46.62µm
_13408_,46.62µm
_14217_,46.58µm
_02210_,46.56µm
_03142_,46.535µm
_14351_,46.52µm
_14902_,46.52µm
_03386_,46.5µm
_08977_,46.48µm
_11766_,46.48µm
_00303_,46.47µm
_11442_,46.46µm
_08979_,46.42µm
_09588_,46.42µm
_05405_,46.38µm
net993,46.38µm
_08355_,46.37µm
_12731_,46.36µm
_11477_,46.32µm
_13541_,46.32µm
_08416_,46.26µm
_03992_,46.22µm
_00411_,46.18µm
_05544_,46.18µm
_08240_,46.18µm
_14263_,46.18µm
_14100_,46.15µm
_04037_,46.14µm
_12636_,46.12µm
_01836_,46.08µm
_00741_,46.02µm
_12315_,46µm
_12509_,45.96µm
clknet_leaf_27_clk,45.96µm
_04817_,45.94µm
_11913_,45.9µm
_12762_,45.9µm
_14329_,45.9µm
net224,45.87µm
_04067_,45.86µm
_06753_,45.86µm
_02542_,45.78µm
_14041_,45.76µm
_10293_,45.755µm
mantisaresult\[57\],45.75µm
_14114_,45.74µm
_14430_,45.74µm
_10645_,45.73µm
_04359_,45.72µm
_04509_,45.68µm
_04856_,45.68µm
_14998_,45.68µm
_03900_,45.64µm
_01126_,45.62µm
_08182_,45.58µm
_13534_,45.57µm
_01366_,45.56µm
net122,45.52µm
_03200_,45.48µm
_04719_,45.48µm
_11692_,45.475µm
_11148_,45.46µm
_00525_,45.455µm
_06214_,45.44µm
_13520_,45.44µm
net423,45.44µm
_08969_,45.435µm
_05356_,45.4µm
_00062_,45.385µm
_04580_,45.38µm
_04685_,45.38µm
_14766_,45.36µm
_12447_,45.26µm
_09404_,45.24µm
_12635_,45.24µm
_14694_,45.24µm
_08524_,45.22µm
_04525_,45.2µm
_04528_,45.19µm
_08961_,45.18µm
_08984_,45.18µm
_03340_,45.12µm
_04261_,45.12µm
_13414_,45.08µm
_14827_,45.08µm
net273,45.08µm
_10941_,45.02µm
_12865_,45.02µm
_04818_,44.98µm
_08246_,44.94µm
_08263_,44.9µm
_09200_,44.9µm
_11207_,44.9µm
net436,44.88µm
_06628_,44.86µm
_11866_,44.86µm
_05879_,44.84µm
_12563_,44.81µm
_10731_,44.8µm
_12337_,44.765µm
_03697_,44.76µm
_11264_,44.76µm
_14932_,44.72µm
_09006_,44.7µm
_03152_,44.68µm
_09964_,44.68µm
_11110_,44.68µm
_09183_,44.62µm
_14239_,44.62µm
_02186_,44.6µm
_02896_,44.6µm
_07065_,44.6µm
_05337_,44.59µm
net1206,44.58µm
_00824_,44.54µm
_07256_,44.52µm
_11317_,44.52µm
_01000_,44.48µm
_01611_,44.46µm
_07922_,44.46µm
_09087_,44.46µm
_04014_,44.45µm
_14475_,44.44µm
_10703_,44.43µm
_14891_,44.42µm
_04391_,44.38µm
_06458_,44.34µm
_08921_,44.34µm
_09039_,44.3µm
_14051_,44.29µm
_03757_,44.26µm
_12693_,44.25µm
_01215_,44.22µm
_04710_,44.22µm
_11678_,44.22µm
_14164_,44.22µm
_04586_,44.2µm
_13779_,44.2µm
_03663_,44.18µm
_07449_,44.18µm
_14223_,44.16µm
_14637_,44.16µm
_14469_,44.14µm
_07643_,44.12µm
_09779_,44.12µm
_01463_,44.1µm
_09738_,44.1µm
_07737_,44.08µm
_04249_,44.06µm
_12471_,44.06µm
_02031_,44.055µm
_01763_,44.04µm
_04699_,44.01µm
_07048_,44µm
_04377_,43.98µm
_10120_,43.98µm
_14381_,43.98µm
_14823_,43.96µm
_12342_,43.94µm
_09994_,43.935µm
_12320_,43.92µm
_01228_,43.86µm
_05842_,43.805µm
_04694_,43.8µm
_04251_,43.78µm
_07063_,43.76µm
_08765_,43.76µm
_01493_,43.71µm
_01526_,43.7µm
_02102_,43.68µm
_06520_,43.68µm
_10956_,43.68µm
_02677_,43.66µm
_12473_,43.64µm
net13,43.6µm
_01309_,43.56µm
_09395_,43.53µm
net161,43.48µm
net995,43.48µm
_01515_,43.44µm
_01581_,43.42µm
_07004_,43.42µm
_04190_,43.41µm
_11252_,43.4µm
_12685_,43.4µm
net94,43.4µm
mantisaAshift\[51\],43.39µm
_10659_,43.36µm
_13021_,43.36µm
_04789_,43.32µm
_12734_,43.32µm
_02967_,43.3µm
_05334_,43.3µm
_08071_,43.26µm
net452,43.26µm
_12595_,43.2µm
_10641_,43.18µm
_11583_,43.18µm
_12097_,43.18µm
_00412_,43.175µm
_01416_,43.16µm
_10753_,43.16µm
_09351_,43.14µm
_15054_,43.14µm
_00676_,43.12µm
_12534_,43.12µm
zero3,43.12µm
_05123_,43.095µm
_10761_,43.08µm
_03585_,43.06µm
net238,43.06µm
_02268_,43.04µm
_06977_,43.04µm
_05628_,43.02µm
_07276_,43.02µm
_12889_,43.02µm
_02930_,43µm
_08430_,43µm
_14365_,43µm
_14495_,43µm
_09046_,42.995µm
_08442_,42.98µm
_01090_,42.96µm
_02756_,42.96µm
_03463_,42.94µm
_04526_,42.94µm
_13977_,42.92µm
_06883_,42.9µm
_03083_,42.88µm
_11179_,42.88µm
_09147_,42.84µm
net180,42.82µm
_12772_,42.81µm
_08758_,42.8µm
_10905_,42.8µm
_05913_,42.78µm
_02497_,42.75µm
_08587_,42.74µm
_09688_,42.74µm
_01276_,42.7µm
_04268_,42.7µm
_09592_,42.7µm
_10600_,42.66µm
_05155_,42.64µm
_08136_,42.63µm
_04795_,42.62µm
_10903_,42.62µm
_01283_,42.6µm
_10325_,42.56µm
_06845_,42.54µm
_11901_,42.52µm
_13082_,42.5µm
_05532_,42.46µm
_13786_,42.46µm
_00467_,42.42µm
_08576_,42.42µm
_13217_,42.42µm
_09602_,42.4µm
_05772_,42.38µm
clknet_leaf_33_clk,42.38µm
_02212_,42.36µm
_10733_,42.36µm
_08016_,42.32µm
_00314_,42.3µm
_10400_,42.3µm
_02994_,42.26µm
_10205_,42.26µm
_11186_,42.24µm
_13788_,42.22µm
_00280_,42.18µm
_04446_,42.18µm
_03039_,42.155µm
_12014_,42.14µm
_12773_,42.14µm
net469,42.14µm
_04552_,42.12µm
_14817_,42.12µm
