net,length_um
_16205_,45.65µm
adder_instance.mantisaBshift\[22\],45.64µm
_15469_,45.63µm
adder_instance.mantisaBshift\[37\],45.62µm
_10936_,45.6µm
_21434_,45.6µm
net3211,45.6µm
_10743_,45.59µm
_13277_,45.58µm
_18186_,45.56µm
add_mantisaB\[20\],45.56µm
_13453_,45.55µm
_17814_,45.54µm
_12836_,45.52µm
_12868_,45.52µm
_12941_,45.52µm
_16688_,45.52µm
_20510_,45.52µm
_11622_,45.5µm
add_mantisaA\[16\],45.5µm
_02693_,45.49µm
_17307_,45.48µm
_17926_,45.46µm
divider_instance.mantisaresult\[42\],45.46µm
mult_expA\[4\],45.46µm
_09706_,45.42µm
_07177_,45.38µm
_13936_,45.38µm
_07490_,45.365µm
add_mantisaA\[12\],45.36µm
net1790,45.36µm
clknet_leaf_125_clk,45.36µm
_16444_,45.34µm
_04855_,45.3µm
clknet_leaf_156_clk,45.28µm
_06207_,45.26µm
_16727_,45.26µm
clknet_leaf_261_clk,45.26µm
net549,45.25µm
_05053_,45.24µm
_05818_,45.24µm
_06620_,45.24µm
div_expB\[4\],45.22µm
_03399_,45.14µm
_11911_,45.14µm
_12456_,45.14µm
_14557_,45.1µm
_16907_,45.02µm
_13789_,45µm
_17208_,45µm
_11064_,44.98µm
_11654_,44.98µm
adder_instance.mantisaresult\[1\],44.98µm
_08724_,44.96µm
_12175_,44.96µm
_21634_,44.96µm
_14585_,44.93µm
_12937_,44.92µm
_13523_,44.9µm
add_expA\[3\],44.85µm
_15007_,44.84µm
clknet_leaf_115_clk,44.84µm
_11747_,44.835µm
_08332_,44.82µm
_01521_,44.805µm
_11541_,44.8µm
multiplier_instance.PPG.A\[18\],44.8µm
_10731_,44.79µm
_17109_,44.78µm
add_mantisaA\[15\],44.78µm
_12703_,44.77µm
_09394_,44.74µm
_10651_,44.72µm
_16371_,44.7µm
_17067_,44.68µm
_13459_,44.67µm
adder_instance.four_man\[42\],44.64µm
_09149_,44.6µm
net3329,44.58µm
_03224_,44.54µm
clknet_leaf_253_clk,44.52µm
net981,44.49µm
_18002_,44.48µm
_09103_,44.42µm
_10438_,44.4µm
net451,44.4µm
adder_buffer.out\[23\],44.34µm
adder_buffer.value\[21\],44.34µm
net433,44.34µm
_17948_,44.3µm
_18117_,44.28µm
_16303_,44.26µm
_16650_,44.26µm
_09159_,44.24µm
_14259_,44.22µm
_15610_,44.22µm
_17984_,44.22µm
_14793_,44.2µm
_12680_,44.18µm
_20729_,44.18µm
_21502_,44.18µm
_05748_,44.14µm
_08601_,44.14µm
_12674_,44.105µm
_06133_,44.04µm
_14516_,44.04µm
_04964_,44µm
net1358,43.98µm
_09668_,43.95µm
_09573_,43.94µm
_19096_,43.92µm
_10295_,43.9µm
_15377_,43.9µm
adder_instance.mantisaBshift\[23\],43.9µm
_05209_,43.88µm
_14815_,43.88µm
_15855_,43.88µm
_18508_,43.88µm
_15000_,43.86µm
_09086_,43.84µm
_11664_,43.82µm
_03253_,43.81µm
_06091_,43.8µm
_09871_,43.8µm
_12678_,43.8µm
_19208_,43.8µm
mult_mantisaB\[7\],43.76µm
_07296_,43.74µm
_03244_,43.72µm
_16198_,43.72µm
_14763_,43.68µm
_09204_,43.66µm
_14975_,43.655µm
_09909_,43.635µm
_05094_,43.62µm
_13462_,43.62µm
_20247_,43.62µm
_03834_,43.6µm
_04292_,43.6µm
_16182_,43.6µm
_20901_,43.6µm
add_expB\[6\],43.6µm
_09151_,43.58µm
_21756_,43.56µm
_12208_,43.52µm
_15408_,43.51µm
net977,43.455µm
_14190_,43.44µm
_12197_,43.43µm
_13427_,43.425µm
_06816_,43.42µm
_13737_,43.4µm
_05991_,43.39µm
_19987_,43.365µm
_13449_,43.34µm
_17295_,43.34µm
clknet_leaf_163_clk,43.34µm
_08143_,43.32µm
_10367_,43.31µm
_16900_,43.3µm
_20238_,43.28µm
_09350_,43.24µm
_13563_,43.24µm
_10907_,43.22µm
_09186_,43.2µm
_13957_,43.2µm
_13422_,43.18µm
net3333,43.18µm
_08579_,43.12µm
_10515_,43.08µm
_14156_,43.08µm
_05755_,43.075µm
_13506_,43.06µm
mult_mantisaB\[12\],43.06µm
_08064_,43.04µm
divider_instance.expadd\[4\],43.04µm
_03415_,43.02µm
_20312_,43.02µm
_09754_,43µm
adder_buffer.out\[24\],43µm
_16668_,42.96µm
_03263_,42.94µm
_04864_,42.94µm
_05377_,42.92µm
_13994_,42.92µm
_19801_,42.92µm
adder_buffer.out\[5\],42.92µm
_13686_,42.9µm
_03890_,42.88µm
_04766_,42.88µm
_11834_,42.88µm
_16411_,42.86µm
_19487_,42.86µm
_21500_,42.86µm
adder_instance.mantisaAshift\[43\],42.86µm
_12203_,42.84µm
_13993_,42.82µm
_16406_,42.78µm
_09459_,42.76µm
net1368,42.76µm
_16730_,42.74µm
_15179_,42.7µm
_18087_,42.69µm
_09799_,42.68µm
_16237_,42.68µm
_05221_,42.66µm
_10954_,42.65µm
_03245_,42.63µm
_11926_,42.63µm
_05369_,42.6µm
_20691_,42.6µm
_04735_,42.58µm
_14070_,42.58µm
_03586_,42.56µm
adder_instance.mantisaresult\[2\],42.56µm
_07080_,42.52µm
_07304_,42.5µm
_20470_,42.48µm
_10375_,42.44µm
_14827_,42.44µm
_17169_,42.44µm
_21755_,42.42µm
adder_instance.mantisaAshift\[45\],42.41µm
_03232_,42.36µm
_03674_,42.34µm
_12194_,42.34µm
_14589_,42.3µm
_06975_,42.28µm
_09656_,42.28µm
_14467_,42.28µm
adder_instance.mantisaBshift\[58\],42.24µm
_11697_,42.22µm
_05048_,42.2µm
_09824_,42.2µm
_18385_,42.2µm
_10836_,42.18µm
_14608_,42.14µm
_10751_,42.1µm
_15082_,42.08µm
add_mantisaA\[13\],42.06µm
_09720_,42.04µm
_20531_,42.04µm
_16644_,42.02µm
_20816_,42µm
_13268_,41.98µm
_17119_,41.98µm
divider_instance.mantisaAshift\[62\],41.98µm
_09336_,41.96µm
_11906_,41.96µm
_20614_,41.96µm
clknet_leaf_39_clk,41.96µm
net3259,41.96µm
_03235_,41.94µm
_16804_,41.9µm
net1363,41.9µm
_04226_,41.88µm
_11546_,41.88µm
net369,41.86µm
multiplier_instance.EB.exponent_a\[6\],41.82µm
_12321_,41.81µm
_05408_,41.8µm
_20019_,41.8µm
_05948_,41.78µm
_09141_,41.78µm
_12037_,41.78µm
_21764_,41.78µm
_17181_,41.76µm
multiplier_instance.EB.exponent_b\[2\],41.76µm
_11371_,41.74µm
_12207_,41.74µm
_13130_,41.74µm
_15816_,41.72µm
_15837_,41.72µm
_18894_,41.72µm
_06296_,41.71µm
_04036_,41.7µm
_05554_,41.7µm
_08869_,41.7µm
_10772_,41.7µm
_12783_,41.7µm
_16365_,41.7µm
_14929_,41.68µm
_12383_,41.66µm
_06114_,41.65µm
_10388_,41.64µm
divider_instance.mantisaA0\[4\],41.64µm
_05600_,41.635µm
_20841_,41.62µm
divider_instance.mantisaA0\[2\],41.62µm
_15506_,41.6µm
_07479_,41.59µm
_11735_,41.56µm
_06679_,41.54µm
_12932_,41.54µm
_15135_,41.54µm
net508,41.54µm
_05712_,41.5µm
_12940_,41.5µm
_19539_,41.5µm
_02738_,41.48µm
_06040_,41.48µm
_04286_,41.46µm
_05206_,41.46µm
_06395_,41.46µm
_12637_,41.46µm
_11415_,41.42µm
_17097_,41.41µm
_06716_,41.4µm
_07158_,41.39µm
_06555_,41.38µm
_14201_,41.38µm
_15089_,41.38µm
_18895_,41.38µm
_16747_,41.36µm
_07927_,41.34µm
_14624_,41.34µm
_18060_,41.34µm
adder_instance.four_man\[43\],41.34µm
net404,41.34µm
net418,41.325µm
_09604_,41.32µm
_19081_,41.32µm
_09963_,41.31µm
_19145_,41.305µm
_10843_,41.3µm
_12994_,41.26µm
_16289_,41.24µm
_10951_,41.2µm
_16023_,41.19µm
_05801_,41.18µm
_05909_,41.16µm
_12005_,41.12µm
_17880_,41.12µm
mult_mantisaB\[13\],41.12µm
_06804_,41.1µm
_11209_,41.08µm
_17128_,41.05µm
_15680_,41.04µm
_03395_,41µm
_05273_,41µm
_07811_,41µm
_15800_,41µm
_18479_,41µm
net1089,40.99µm
_16433_,40.98µm
_12232_,40.97µm
clknet_leaf_222_clk,40.96µm
_07682_,40.94µm
_09327_,40.92µm
_10360_,40.9µm
_16723_,40.9µm
add_expB\[7\],40.875µm
_02744_,40.86µm
_08051_,40.86µm
adder_instance.mantisaBshift\[24\],40.86µm
_14369_,40.84µm
divider_instance.mantisaresult\[43\],40.84µm
_11663_,40.8µm
_08179_,40.78µm
_21147_,40.78µm
_15425_,40.76µm
_08393_,40.74µm
_16472_,40.74µm
_18040_,40.72µm
_03677_,40.715µm
net425,40.7µm
_19917_,40.68µm
divider_instance.mantisaresult\[36\],40.68µm
multiplier_instance.TT.genblk1\[7\].CSA1.C\[28\],40.66µm
_07487_,40.62µm
_19024_,40.62µm
_20325_,40.62µm
_17207_,40.6µm
_05949_,40.58µm
add_mantisaA\[20\],40.56µm
_05075_,40.54µm
_17115_,40.53µm
_05810_,40.52µm
_16812_,40.52µm
_05602_,40.5µm
_21625_,40.5µm
_06550_,40.48µm
_02866_,40.46µm
_09005_,40.46µm
_13775_,40.44µm
_20839_,40.44µm
add_mantisaA\[0\],40.42µm
adder_instance.expadd\[3\],40.4µm
_08550_,40.38µm
_16895_,40.38µm
net3294,40.38µm
_03294_,40.36µm
_03386_,40.36µm
_19319_,40.36µm
_08310_,40.32µm
_11607_,40.32µm
_18299_,40.28µm
_04448_,40.24µm
_04590_,40.24µm
_14028_,40.24µm
divider_instance.mantisaB0\[3\],40.24µm
_02690_,40.2µm
_14483_,40.18µm
_12071_,40.16µm
_04804_,40.14µm
_18438_,40.14µm
_18064_,40.1µm
_05998_,40.08µm
_08390_,40.08µm
_11397_,40.08µm
_16851_,40.08µm
_07835_,40.04µm
_13514_,40.04µm
adder_instance.mantisaAshift\[42\],40.04µm
_14059_,40.02µm
adder_buffer.out\[9\],39.98µm
_03711_,39.96µm
_05526_,39.96µm
_03326_,39.94µm
_06891_,39.94µm
_09067_,39.94µm
_18013_,39.93µm
net2105,39.92µm
_19963_,39.9µm
_06219_,39.88µm
_18481_,39.88µm
_16721_,39.84µm
_08852_,39.82µm
_10047_,39.82µm
adder_instance.four_man\[47\],39.82µm
_08145_,39.8µm
_14064_,39.8µm
_17194_,39.8µm
_07862_,39.78µm
_16337_,39.78µm
_18506_,39.78µm
_20323_,39.78µm
_08359_,39.76µm
_15582_,39.76µm
_04254_,39.74µm
_15804_,39.74µm
clknet_leaf_120_clk,39.74µm
_14990_,39.72µm
_15018_,39.72µm
_18099_,39.72µm
_03288_,39.7µm
_03994_,39.7µm
_02703_,39.68µm
_03222_,39.66µm
_04282_,39.66µm
_15129_,39.66µm
_21774_,39.66µm
add_mantisaA\[6\],39.64µm
_07503_,39.62µm
_20897_,39.62µm
_20742_,39.61µm
add_mantisaA\[1\],39.56µm
adder_instance.mantisaresult\[61\],39.54µm
_07926_,39.52µm
_12296_,39.52µm
_20639_,39.52µm
_20366_,39.48µm
add_mantisaA\[19\],39.48µm
_03990_,39.415µm
_12908_,39.4µm
_20628_,39.4µm
_01032_,39.385µm
_08721_,39.38µm
_03718_,39.36µm
net2019,39.36µm
_15409_,39.32µm
net2016,39.32µm
add_mantisaB\[9\],39.31µm
_06087_,39.26µm
_14574_,39.26µm
_21231_,39.26µm
_11961_,39.24µm
adder_instance.mantisaBshift\[59\],39.24µm
_11898_,39.225µm
_08203_,39.22µm
_14312_,39.22µm
_14012_,39.2µm
div_mantisa\[20\],39.2µm
_00974_,39.16µm
_10499_,39.16µm
_17221_,39.12µm
_05749_,39.095µm
_15397_,39.08µm
_16760_,39.08µm
_11233_,39.06µm
_14760_,39.06µm
_12989_,39.04µm
add_expA\[4\],39.04µm
_18257_,39.02µm
_02865_,39µm
_05767_,39µm
_14971_,38.98µm
_16867_,38.98µm
divider_instance.mantisaAshift\[57\],38.98µm
_19990_,38.96µm
_18209_,38.94µm
_07127_,38.92µm
_12244_,38.92µm
_16973_,38.92µm
_09819_,38.9µm
_17276_,38.9µm
adder_instance.mantisaB0\[21\],38.9µm
_11019_,38.87µm
_11781_,38.85µm
_09422_,38.84µm
_09659_,38.84µm
_12317_,38.84µm
net881,38.84µm
_06986_,38.8µm
_18217_,38.8µm
_07711_,38.78µm
_08612_,38.78µm
_10005_,38.78µm
_11730_,38.78µm
_17857_,38.76µm
_18731_,38.72µm
adder_instance.mantisaBshift\[2\],38.72µm
_19351_,38.7µm
_16567_,38.68µm
_16523_,38.67µm
_04120_,38.66µm
_05226_,38.66µm
_12185_,38.66µm
_14621_,38.66µm
multiplier_instance.s3_sum\[28\],38.64µm
adder_buffer.out\[29\],38.62µm
_08664_,38.6µm
multiplier_instance.PPG.A\[0\],38.6µm
net1323,38.6µm
net430,38.59µm
_19307_,38.58µm
_08668_,38.56µm
_17860_,38.56µm
adder_buffer.out\[22\],38.56µm
_04439_,38.5µm
_12648_,38.5µm
_21059_,38.48µm
_11649_,38.46µm
_03440_,38.455µm
adder_instance.mantisaresult\[5\],38.44µm
_08553_,38.43µm
_04442_,38.42µm
_10685_,38.42µm
_21744_,38.4µm
_12415_,38.39µm
_07299_,38.32µm
_10885_,38.32µm
add_expA\[6\],38.32µm
_06531_,38.3µm
_21195_,38.3µm
mult_buffer.value\[39\],38.3µm
_13187_,38.285µm
net3293,38.28µm
_10938_,38.26µm
_16426_,38.26µm
divider_instance.mantisaresult\[58\],38.26µm
_06194_,38.25µm
_08043_,38.24µm
_12895_,38.24µm
_17245_,38.24µm
_18469_,38.24µm
_20619_,38.24µm
_20698_,38.235µm
_07467_,38.225µm
_07964_,38.22µm
_11693_,38.18µm
_02733_,38.16µm
_11882_,38.16µm
_12646_,38.16µm
_18208_,38.16µm
_07720_,38.14µm
_14539_,38.14µm
_18173_,38.14µm
_07901_,38.12µm
add_expB\[5\],38.105µm
mult_mantisaA\[15\],38.1µm
_15482_,38.06µm
_14949_,38.05µm
_03346_,38.04µm
_15016_,38.04µm
_16890_,38.02µm
div_mantisaA\[11\],38.02µm
_11692_,38.01µm
_11952_,38µm
_03283_,37.98µm
_13255_,37.98µm
_13258_,37.98µm
_14634_,37.98µm
_15287_,37.98µm
_12047_,37.94µm
_16847_,37.94µm
_15848_,37.92µm
clknet_leaf_117_clk,37.9µm
net3291,37.88µm
_21712_,37.865µm
_09534_,37.86µm
net3234,37.86µm
_11785_,37.82µm
_11675_,37.79µm
_03670_,37.78µm
_02668_,37.74µm
_04362_,37.73µm
_04058_,37.72µm
_05215_,37.72µm
_16906_,37.72µm
_18070_,37.72µm
_13486_,37.7µm
_14907_,37.7µm
_14713_,37.68µm
_15427_,37.67µm
_14232_,37.66µm
_16569_,37.64µm
_16915_,37.64µm
_10060_,37.62µm
_08424_,37.58µm
_14132_,37.58µm
_11894_,37.54µm
_05859_,37.52µm
_06290_,37.52µm
_18708_,37.52µm
_05570_,37.48µm
_12507_,37.47µm
_07686_,37.46µm
_18079_,37.46µm
divider_instance.mantisaresult\[53\],37.45µm
_09597_,37.44µm
_13249_,37.44µm
_15075_,37.44µm
_07653_,37.4µm
_15869_,37.4µm
_03270_,37.38µm
_04949_,37.36µm
_18869_,37.36µm
_16815_,37.32µm
net85,37.32µm
_09539_,37.3µm
_16355_,37.28µm
_02771_,37.26µm
_04912_,37.26µm
_15457_,37.26µm
_17068_,37.26µm
_06513_,37.23µm
_13473_,37.23µm
net80,37.22µm
_14285_,37.18µm
_03228_,37.16µm
_03407_,37.16µm
_04151_,37.14µm
_08792_,37.14µm
_14737_,37.14µm
_21707_,37.14µm
_11639_,37.12µm
mult_buffer.head\[1\],37.12µm
net3281,37.1µm
_07896_,37.08µm
_18944_,37.08µm
_03238_,37.06µm
_03726_,37.06µm
_15514_,37.06µm
_03799_,37.05µm
divider_instance.mantisaresult\[24\],37.04µm
net1122,37.04µm
_03391_,37.02µm
_06303_,37.02µm
_21316_,37.02µm
net464,37.02µm
net978,37µm
_09858_,36.98µm
_18455_,36.98µm
_06224_,36.96µm
_12430_,36.96µm
_16194_,36.96µm
_08635_,36.94µm
_13588_,36.94µm
_07793_,36.92µm
_17896_,36.92µm
_21779_,36.92µm
adder_instance.expadd\[2\],36.92µm
_03218_,36.9µm
_20827_,36.9µm
_14605_,36.88µm
_17835_,36.88µm
_11571_,36.86µm
_15623_,36.86µm
_06913_,36.84µm
_10547_,36.84µm
_15677_,36.84µm
_15838_,36.84µm
_19696_,36.84µm
_12213_,36.825µm
_17139_,36.82µm
_11059_,36.8µm
_20769_,36.8µm
_15228_,36.78µm
_17113_,36.78µm
_20297_,36.76µm
_10445_,36.74µm
_09418_,36.73µm
_05196_,36.72µm
_10464_,36.68µm
_12928_,36.68µm
_13838_,36.68µm
divider_instance.mantisaresult\[56\],36.66µm
_14388_,36.64µm
_04739_,36.62µm
_07278_,36.62µm
_07825_,36.62µm
_11976_,36.62µm
_08403_,36.58µm
_12458_,36.56µm
_13751_,36.56µm
_15465_,36.56µm
_18611_,36.56µm
_20922_,36.54µm
net1362,36.54µm
_07062_,36.53µm
_11973_,36.53µm
_21623_,36.5µm
_05272_,36.4µm
_17260_,36.4µm
_07178_,36.39µm
_10580_,36.38µm
_18193_,36.38µm
adder_instance.mantisaBshift\[52\],36.34µm
_03229_,36.335µm
_07471_,36.32µm
multiplier_instance.EB.exponent_a\[2\],36.32µm
_16809_,36.26µm
_20480_,36.26µm
_11537_,36.24µm
_16765_,36.24µm
_09841_,36.22µm
net479,36.2µm
_07167_,36.18µm
_11308_,36.18µm
_04873_,36.16µm
_11483_,36.16µm
_13210_,36.14µm
_08391_,36.1µm
adder_instance.four_man\[51\],36.1µm
_07806_,36.08µm
_09182_,36.08µm
_10344_,36.08µm
_14349_,36.08µm
net456,36.08µm
_06656_,36.06µm
_07889_,36.06µm
_09072_,36.06µm
_14353_,36.06µm
_18185_,36.06µm
net478,36.06µm
_03518_,36.04µm
_16267_,36.04µm
_20187_,36.04µm
_04206_,36.03µm
_19869_,36.02µm
_10914_,36µm
_03939_,35.98µm
_16290_,35.98µm
_21369_,35.98µm
_05854_,35.965µm
_07204_,35.96µm
_13363_,35.96µm
_17202_,35.94µm
_18969_,35.94µm
clknet_leaf_56_clk,35.94µm
_02520_,35.935µm
_13944_,35.92µm
_11686_,35.91µm
_12478_,35.9µm
_17956_,35.9µm
_20391_,35.9µm
div_expA\[2\],35.86µm
_07691_,35.84µm
_04141_,35.82µm
net1326,35.82µm
_11042_,35.8µm
_11258_,35.8µm
_16807_,35.795µm
_04272_,35.78µm
_09232_,35.78µm
_04823_,35.76µm
_14781_,35.76µm
multiplier_instance.s3_sum\[30\],35.74µm
_15093_,35.705µm
_15679_,35.68µm
_18613_,35.68µm
_06196_,35.66µm
_07147_,35.66µm
_11954_,35.66µm
_13647_,35.66µm
_10427_,35.64µm
_10430_,35.64µm
_17061_,35.64µm
_19026_,35.64µm
_05249_,35.62µm
net3347,35.62µm
_09293_,35.6µm
_18129_,35.6µm
net3378,35.6µm
multiplier_instance.s3_sum\[33\],35.58µm
_06745_,35.56µm
_10505_,35.56µm
_08857_,35.54µm
_12023_,35.52µm
_17907_,35.52µm
clknet_leaf_213_clk,35.52µm
_16174_,35.5µm
_11856_,35.46µm
_17303_,35.46µm
_13940_,35.44µm
_16855_,35.42µm
_17196_,35.42µm
net3172,35.41µm
_03265_,35.4µm
_11805_,35.4µm
adder_instance.mantisaA0\[1\],35.4µm
div_mantisa\[11\],35.4µm
net3210,35.38µm
_01789_,35.365µm
net434,35.36µm
_05809_,35.34µm
_21249_,35.32µm
_05340_,35.3µm
_16757_,35.3µm
_18047_,35.28µm
_07802_,35.26µm
_10904_,35.26µm
_06917_,35.24µm
_11182_,35.24µm
_17041_,35.24µm
_18475_,35.24µm
_06534_,35.23µm
_13243_,35.22µm
net2188,35.22µm
_21353_,35.205µm
_07657_,35.2µm
_08980_,35.18µm
_00973_,35.16µm
_03281_,35.16µm
_14102_,35.16µm
_21368_,35.16µm
_04948_,35.14µm
_08640_,35.14µm
_20258_,35.1µm
_07768_,35.08µm
_20778_,35.06µm
_05935_,35.04µm
_08844_,35.04µm
_13271_,35.04µm
_17069_,35.04µm
net3155,35.04µm
_04020_,35.02µm
_09465_,35.01µm
_05453_,35µm
_08650_,35µm
_19030_,34.98µm
_16374_,34.96µm
_09290_,34.94µm
_09139_,34.915µm
_11862_,34.905µm
_13194_,34.9µm
_20020_,34.9µm
multiplier_instance.s2_exp_b\[6\],34.9µm
_02709_,34.86µm
_05310_,34.86µm
_08563_,34.86µm
_10435_,34.86µm
_14090_,34.86µm
_07034_,34.84µm
_19880_,34.84µm
_04539_,34.82µm
_20337_,34.82µm
_04432_,34.8µm
_11214_,34.8µm
net3149,34.8µm
_13521_,34.785µm
adder_buffer.out\[7\],34.78µm
_21747_,34.775µm
_12566_,34.76µm
_20332_,34.76µm
_05656_,34.74µm
_12195_,34.74µm
_14171_,34.74µm
_21437_,34.74µm
adder_instance.expadd\[0\],34.74µm
_03237_,34.72µm
_18998_,34.72µm
mult_expA\[7\],34.72µm
_08239_,34.705µm
_20352_,34.705µm
_21754_,34.7µm
_18049_,34.69µm
_01461_,34.685µm
_03887_,34.68µm
_05520_,34.68µm
_11252_,34.68µm
_11662_,34.68µm
_03766_,34.64µm
_12127_,34.64µm
_20404_,34.62µm
_03517_,34.6µm
_16543_,34.6µm
net938,34.6µm
_12241_,34.59µm
_14738_,34.58µm
_17820_,34.58µm
_18134_,34.58µm
net2202,34.58µm
_10240_,34.56µm
_14547_,34.56µm
_03234_,34.55µm
adder_buffer.out\[18\],34.52µm
_00067_,34.505µm
_14736_,34.5µm
net452,34.5µm
_06332_,34.48µm
adder_instance.mantisaAshift\[60\],34.48µm
net3290,34.46µm
_09051_,34.44µm
_04390_,34.42µm
_18372_,34.42µm
_03227_,34.4µm
_11917_,34.4µm
_12916_,34.4µm
_06177_,34.38µm
_12017_,34.38µm
_16948_,34.38µm
add_mantisaA\[17\],34.38µm
multiplier_instance.s1_exp_b\[7\],34.38µm
net435,34.38µm
_09089_,34.36µm
_13201_,34.36µm
_20186_,34.36µm
_21729_,34.35µm
_06405_,34.34µm
_07928_,34.34µm
_10458_,34.34µm
_17164_,34.34µm
net1023,34.32µm
_06948_,34.3µm
_10346_,34.3µm
_11399_,34.3µm
divider_instance.zero3,34.3µm
_20319_,34.28µm
add_mantisaB\[19\],34.28µm
adder_instance.mantisaB0\[9\],34.28µm
_05839_,34.26µm
_06564_,34.26µm
_14697_,34.255µm
_04555_,34.24µm
_17591_,34.24µm
_04009_,34.22µm
_16703_,34.22µm
_05773_,34.18µm
_09093_,34.18µm
_14650_,34.14µm
_15398_,34.14µm
_08279_,34.12µm
_14648_,34.12µm
_20311_,34.12µm
_11604_,34.1µm
_20221_,34.1µm
_20726_,34.1µm
net2975,34.1µm
_20945_,34.09µm
_04720_,34.08µm
_10252_,34.07µm
_11574_,34.06µm
_13589_,34.06µm
_20728_,34.06µm
_13701_,33.98µm
_19284_,33.97µm
_04950_,33.96µm
_19661_,33.96µm
_20050_,33.96µm
_10993_,33.95µm
_13787_,33.94µm
adder_buffer.out\[21\],33.94µm
_09286_,33.92µm
_10609_,33.92µm
adder_instance.expadd\[4\],33.92µm
_03241_,33.9µm
_11764_,33.9µm
_16631_,33.88µm
_17918_,33.88µm
_20425_,33.88µm
_08781_,33.86µm
_16763_,33.86µm
_04870_,33.84µm
_04940_,33.84µm
_14596_,33.84µm
_05534_,33.82µm
_07925_,33.82µm
_08054_,33.82µm
_12088_,33.82µm
_13625_,33.82µm
_19989_,33.82µm
_04663_,33.8µm
_09973_,33.8µm
_15410_,33.8µm
_07990_,33.79µm
_01259_,33.785µm
_07199_,33.76µm
_16754_,33.76µm
_06752_,33.72µm
_09092_,33.72µm
_12734_,33.72µm
_09137_,33.715µm
_17829_,33.7µm
_11036_,33.68µm
_11436_,33.68µm
_13762_,33.68µm
_20024_,33.68µm
_06881_,33.66µm
_15448_,33.66µm
_17020_,33.66µm
_19892_,33.66µm
_03249_,33.64µm
_17889_,33.64µm
_15040_,33.635µm
_15859_,33.62µm
net3334,33.62µm
_04630_,33.6µm
_08111_,33.6µm
_11955_,33.6µm
_16266_,33.58µm
_20271_,33.58µm
_04006_,33.56µm
_04147_,33.54µm
_06216_,33.54µm
_14910_,33.54µm
_13772_,33.535µm
_03250_,33.52µm
_04565_,33.52µm
_09526_,33.52µm
_16708_,33.5µm
_05613_,33.49µm
_05286_,33.48µm
_05581_,33.475µm
_17287_,33.46µm
_20525_,33.46µm
net3331,33.46µm
_12469_,33.44µm
_14740_,33.44µm
_04088_,33.42µm
_08954_,33.42µm
_09206_,33.42µm
_10496_,33.42µm
_12388_,33.42µm
_12400_,33.42µm
_14036_,33.42µm
clknet_leaf_145_clk,33.42µm
_14041_,33.4µm
_16923_,33.4µm
_21716_,33.4µm
_14287_,33.38µm
_04146_,33.36µm
_05189_,33.36µm
net2972,33.36µm
_18459_,33.34µm
_07728_,33.3µm
_13754_,33.3µm
_18862_,33.28µm
_17300_,33.26µm
adder_instance.mantisaB0\[7\],33.26µm
_16882_,33.24µm
add_mantisaA\[5\],33.24µm
_05382_,33.22µm
_03240_,33.2µm
_03275_,33.2µm
_12098_,33.2µm
_12623_,33.2µm
_13135_,33.2µm
adder_buffer.out\[8\],33.2µm
_18917_,33.18µm
_20537_,33.18µm
_21296_,33.18µm
_13551_,33.16µm
net1117,33.15µm
_13237_,33.1µm
_15024_,33.1µm
_12170_,33.08µm
_02750_,33.06µm
_18694_,33.06µm
_20201_,33.055µm
_17965_,33.04µm
div_mantisaB\[11\],33.04µm
_04135_,33.02µm
_05413_,33.02µm
_07868_,33.02µm
_13805_,33.02µm
_15165_,33.02µm
_17114_,33.02µm
_10463_,33µm
_18274_,33µm
_16705_,32.98µm
_11223_,32.96µm
_20227_,32.96µm
_18286_,32.945µm
_04078_,32.92µm
_06926_,32.92µm
_14465_,32.92µm
_18140_,32.92µm
_20522_,32.92µm
_19172_,32.9µm
_19453_,32.9µm
net3200,32.88µm
_08465_,32.86µm
_03221_,32.84µm
_09949_,32.84µm
_16226_,32.84µm
_16477_,32.82µm
_17973_,32.82µm
_10420_,32.8µm
add_mantisaA\[18\],32.8µm
_09158_,32.78µm
_10746_,32.77µm
_18805_,32.76µm
_18986_,32.76µm
divider_instance.mantisaresult\[52\],32.76µm
net344,32.76µm
_18691_,32.68µm
_19299_,32.68µm
adder_instance.mantisaBshift\[36\],32.68µm
_16383_,32.665µm
adder_instance.mantisaAshift\[44\],32.66µm
net458,32.66µm
_05709_,32.64µm
_14383_,32.64µm
_12442_,32.62µm
_14283_,32.62µm
_17159_,32.62µm
_17968_,32.62µm
reorder_buf_instance.head\[0\],32.6µm
_11187_,32.58µm
_15400_,32.58µm
adder_instance.mantisaB0\[2\],32.58µm
mult_buffer.tail\[1\],32.58µm
_10324_,32.56µm
_13622_,32.56µm
net2589,32.56µm
_08860_,32.54µm
_10853_,32.54µm
_20917_,32.54µm
_07501_,32.52µm
_09684_,32.52µm
_11366_,32.52µm
net3356,32.5µm
_14178_,32.48µm
_05835_,32.46µm
_08325_,32.44µm
_17130_,32.44µm
adder_instance.mantisaBshift\[39\],32.44µm
_05344_,32.42µm
_15792_,32.4µm
multiplier_instance.PPG.B\[5\],32.4µm
_07509_,32.38µm
_17022_,32.38µm
_19479_,32.38µm
adder_instance.mantisaBshift\[46\],32.38µm
net391,32.38µm
_08847_,32.36µm
_14844_,32.36µm
_13500_,32.34µm
_17863_,32.34µm
_09635_,32.3µm
_15555_,32.3µm
_13841_,32.28µm
_16949_,32.28µm
_18061_,32.28µm
_13274_,32.275µm
